100	0.0034463
200	0.0141737
300	0.0365588
400	0.0681551
500	0.1168913
600	0.1814745
700	0.2708177
800	0.3864235
900	0.5143378
1000	0.6223563
1100	0.7689742
1200	0.9398129
1300	1.1243439
1400	1.3236457
1500	1.5324548
1600	1.8202363
1700	2.0378643
1800	2.2921027
1900	2.5999968
2000	3.0646752
